Lemma,POS,Polarity_Score
anas_rubripes,n,0
anas_querquedula,n,0
anas_platyrhynchos,n,0
anas_penelope,n,0
anas_discors,n,0
anas_crecca,n,0
anas_clypeata,n,0
anas_americana,n,0
anas_acuta,n,0
anas,n,0
anarthria,n,0
anarhichas,n,-0.07997
anarhichadidae,n,0
anarchy,n,0
anarchistic,a,-0.0611
anarchist,n,0
anarchism,n,0
anarchically,r,0.15793
anarchical,a,-0.34088
anarchic,a,-0.34088
anapurna,n,0.15754
anapsida,n,0
anapsid_reptile,n,-0.34088
anapsid,n,-0.34088
anaprox,n,-0.07997
anaplasty,n,0.12208
anaplastic,a,0
anaplasmosis,n,0
anaplasia,n,0
anaphylaxis,n,0
anaphylactic_shock,n,0
anaphylactic,a,0
anaphrodisiac,a,0.25416
anaphrodisia,n,-0.05621
anaphoric_relation,n,0
anaphoric_pronoun,n,0
anaphoric,a,0
anaphora,n,0
anaphor,n,0
anaphasic,a,0
anaphase,n,0
anaphalis_margaritacea,n,0
anaphalis,n,0
anapestic,a,-0.28345
anapest,n,-0.07997
anapaestic,a,-0.28345
anapaest,n,-0.07997
ananias,n,0
ananas_comosus,n,0
ananas,n,0
anamorphosis,n,0
anamorphism,n,0
anamorphic,a,0
anamnestic_response,n,0
anamnestic_reaction,n,0
anamnestic,a,0
anamnesis,n,-0.02298
analyzer,n,0
analyzed,a,0.12208
analyze,v,0.13764
analyzable,a,0.28394
analyticity,n,0
analytically,r,0
analytical_review,n,0.12208
analytical_geometry,n,0
analytical_cubism,n,0
analytical_balance,n,0.17826
analytical,a,0.25475
analytic_thinking,n,0
analytic_geometry,n,0
analytic,a,0.11126
analyst,n,0
analysis_situs,n,0
analysis_of_variance,n,0
analysis,n,0
analyser,n,0
analyse,v,0.0098
analysand,n,0
analphabetism,n,-0.25931
analphabetic,a,0.0056
analphabetic,n,-0.07997
analphabet,n,-0.07997
analogy,n,0
analogue_computer,n,0
analogue,a,0
analogue,n,0
analog-to-digital_converter,n,0
analogously,r,0.08478
analogous,a,-0.26459
analogize,v,0
analogist,n,0
analogise,v,0
analogical,a,-0.34088
analog-digital_converter,n,0
analog_watch,n,0
analog_computer,n,0
analog_clock,n,0
analog,a,0
analog,n,0
analgetic,a,-0.03118
analgesic,a,-0.03118
analgesic,n,-0.28345
analgesia,n,-0.42036
analeptic,a,0
analeptic,n,0
analects,n,0
analecta,n,0
analbuminemia,n,-0.34088
anal_stage,n,0
anal_sphincter,n,0
anal_sex,n,0
anal_retentive_personality,n,0.12208
anal_retentive,a,0
anal_phase,n,0
anal_personality,n,0.12208
anal_intercourse,n,0
anal,a,0
anaheim,n,0
anagyris_foetida,n,0
anagyris,n,0
anagrams,n,0
anagrammatize,v,0
anagrammatise,v,0
anagrammatical,a,0
anagrammatic,a,0
anagram,n,0
anagram,v,0
anagogical,a,-0.19821
anagogic,a,-0.19821
anagoge,n,0
anagnost,n,0
anaglyptical,a,0
anaglyptic,a,0
anaglyphy,n,0
anaglyphical,a,0
anaglyphic,a,0
anaglyph,n,-0.10451
anagasta_kuehniella,n,0
anagasta,n,0
anagallis_tenella,n,0
anagallis_arvensis,n,0
anagallis,n,0
anaesthetize,v,0
anaesthetist,n,-0.07997
anaesthetise,v,0
anaesthetic_agent,n,0
anaesthetic,a,-0.16452
anaesthetic,n,0
anaesthesia,n,-0.19821
anaerobiotic,a,-0.28345
anaerobic_exercise,n,0
anaerobic,a,-0.28507
anaerobe,n,-0.38925
anaemic,a,-0.10448
anaemia,n,0.10282
anadromous,a,0
anadiplosis,n,0
anadenanthera_colubrina,n,0
anadenanthera,n,0
anadama_bread,n,0
anacyclus_pyrethrum,n,0
anacyclus,n,0
anaconda,n,0
anacoluthon,n,0
anacoluthic,a,0
anacoluthia,n,0
anaclitic_depression,n,-0.28345
anaclitic,a,0.12208
anaclisis,n,0.17826
anaclinal,a,0
anacin_iii,n,-0.34088
anachronous,a,0
anachronistically,r,0.15793
anachronistic,a,0
anachronism,n,-0.05439
anachronic,a,0
anacardium_occidentale,n,0
anacardium,n,0
anacardiaceae,n,0
anacanthini,n,-0.34088
anabrus_simplex,n,0
anabrus,n,0
anabolism,n,0
anabolic_steroid,n,0
anabolic,a,0.17703
anabiotic,a,0
anabiosis,n,0
anabatic,a,0
anabas_testudineus,n,0
anabas,n,0
anabaptist_denomination,n,0
anabaptist,n,0
anabaptism,n,0
anabantidae,n,0
ana,n,0
an_nefud,n,0
an_nafud,n,0
an,n,-0.07997
amyxia,n,-0.28345
amytal,n,0
amyotrophy,n,0.12208
amyotrophic_lateral_sclerosis,n,0
amyotrophia,n,0.12208
amyotonia,n,-0.34088
amylum,n,0
amylolytic,a,0
amylolysis,n,0
amyloidosis,n,-0.42036
amyloidal,a,0.0403
amyloid_protein_plaque,n,0
amyloid_plaque,n,0
amyloid,a,0.0403
amyloid,n,0
amylase,n,0
amylaceous,a,0.0403
amyl_nitrate,n,-0.28345
amyl_alcohol,n,0
amyl,n,0.12208
amygdalus_communis_amara,n,0
amygdalus_communis,n,0
amygdalus,n,0
amygdalotomy,n,0
amygdaloidal,a,0.12208
amygdaloid_nucleus,n,0
amygdaloid,a,0.12208
amygdaloid,n,0
amygdaline,a,0.15793
amygdalin,n,0
amygdaliform,a,0.12208
amygdalaceae,n,0
amygdala,n,0
amy_lyon,n,0.12208
amy_lowell,n,0.17826
amusive,a,0.21734
amusingly,r,0.36466
amusing,a,0.6675
amusement_park,n,0
amusement_arcade,n,0
amusement,n,0.45318
amused,a,0.55245
amuse,v,0.4728
amusd,n,0
amur_river,n,0
amur_privet,n,0
amur,n,0
amundsen,n,0
amun_ra,n,0
amun,n,0
amulet,n,0
amuck,a,-0.26832
amuck,r,-0.29139
amsterdam,n,0
amsonia_tabernaemontana,n,0
amsonia,n,0
amsler_grid,n,0
amsinckia_intermedia,n,0
amsinckia_grandiflora,n,0
amsinckia,n,0
amrinone,n,0.12208
amputee,n,0
amputator,n,0
amputation,n,-0.8003
amputate,v,0
ampullary,a,0
ampullar,a,0
ampulla,n,-0.10451
ampule,n,0
ampul,n,0
ampoule,n,0
amply,r,0.17964
amplitude_modulation,n,0
amplitude_level,n,-0.19821
amplitude_distortion,n,-0.34088
amplitude,n,-0.055
amplify,v,0.26989
amplifier,n,0
amplification,n,0
amplexicaul_leaf,n,0.12208
ampleness,n,0.02975
ample,a,0.25639
ampicillin,n,0
amphotericin,n,0
amphoteric,a,0.21734
amphoric,a,0
amphora,n,0
amphiumidae,n,0
amphiuma,n,0
amphitropous_ovule,n,0
amphitropous,a,0
amphitheatrum_flavium,n,0
amphitheatrical,a,0
amphitheatric,a,0
amphitheatre,n,0
amphitheater,n,0
amphistylar,a,0.17964
amphisbaenidae,n,0
amphisbaenia,n,-0.07997
amphisbaena,n,-0.02298
amphiprotic,a,0.21734
amphiprostyle,a,0.17826
amphiprostylar,a,0.17826
amphiprion_percula,n,0
amphiprion,n,0
amphipoda,n,0
amphipod,n,0.17826
amphioxus,n,0
amphioxidae,n,0
amphineura,n,0
amphimixis,n,0
amphigory,n,0
amphidiploidy,n,0
amphidiploid,n,0
amphictyony,n,0
amphicarpaea_bracteata,n,0
amphicarpaea,n,0
amphicarpa_bracteata,n,0
amphicarpa,n,0
amphibrach,n,0
amphiboly,n,0
amphibology,n,0
amphibolite,n,0
amphibolips,n,-0.38925
amphibole_group,n,0
amphibole,n,0
amphibious_vehicle,n,0
amphibious_operation,n,0
amphibious_landing,n,0
amphibious_demonstration,n,0
amphibious_assault,n,0
amphibious_aircraft,n,0
amphibious,a,0
amphibiotic,a,0
amphibian_genus,n,0
amphibian_family,n,0
amphibian,a,0
amphibian,n,0
amphibia,n,0
amphetamine_sulphate,n,0
amphetamine_sulfate,n,0
amphetamine,n,0
ampersand,n,0
ampere-turn,n,0
ampere-second,n,0
ampere-minute,n,0
ampere-hour,n,0
ampere,n,0
amperage,n,0
amp,n,0.14713
amoy,n,0
amoxil,n,0
amoxicillin,n,0
amour_propre,n,-0.33433
amour,n,0.36077
amount_of_money,n,0
amount,n,0.07609
amount,v,0
amos,n,0
amortize,v,0
amortization,n,0
amortise,v,0
amortisation,n,0
amort,a,0.17826
amorphous_shape,n,-0.08901
amorphous,a,-0.24694
amorphophallus_titanum,n,0
amorphophallus_rivieri,n,0
amorphophallus_paeonifolius,n,0
amorphophallus_campanulatus,n,0
amorphophallus,n,0
amorpha_fruticosa,n,0
amorpha_canescens,n,0
amorpha_californica,n,0
amorpha,n,0
amorousness,n,0.28627
amorously,r,0.12208
amorous,a,0.21513
amoristic,a,0.21734
amorist,n,0.17826
amorally,r,-0.38925
amorality,n,-0.13964
amoralist,n,0.36466
amoralism,n,0.25416
amora,n,0
amor,n,0
amontillado,n,0
amon-ra,n,0
amon,n,0
amok,a,-0.17327
amok,r,0.10554
amoebous,a,-0.07997
amoeboid,a,-0.07997
amoebiosis,n,-0.38925
amoebina,n,0
amoebida,n,0
amoebic_dysentery,n,-0.38925
amoebic,a,-0.07997
amoebiasis,n,-0.38925
amoeban,a,-0.07997
amoeba,n,0
amobarbital_sodium,n,0
amobarbital,n,-0.25931
amniotic_sac,n,0
amniotic_fluid,n,0
amniotic_cavity,n,0
amniotic,a,0.0403
amniote,n,0
amniota,n,0
amnios,n,0
amnionic_fluid,n,0
amnionic,a,0.0403
amnion,n,0
amniocentesis,n,0
amnio,n,0
amnic,a,0.0403
amnesty,n,0.08692
amnesty,v,0
amnestic_aphasia,n,-0.34088
amnestic,a,0
amnesic_aphasia,n,-0.34088
amnesic,a,-0.10451
amnesic,n,-0.19821
amnesiac,a,-0.34088
amnesiac,n,-0.19821
amnesia,n,0
ammunition_chest,n,0
ammunition,n,0
ammotragus_lervia,n,0
ammotragus,n,0
ammonoid,n,-0.01819
ammoniuria,n,-0.38925
ammonium_nitrate,n,0
ammonium_ion,n,0
ammonium_hydroxide,n,0
ammonium_chloride,n,0
ammonium_carbonate,n,0
ammonium_carbamate,n,0
ammonium_alum,n,0
ammonium,n,0
ammonitic,a,0
ammonite,n,-0.01819
ammonify,v,-0.07997
ammonification,n,0
ammoniated,a,-0.19821
ammoniate,v,-0.28345
ammoniacal,a,0
ammoniac,a,0
ammoniac,n,0
ammonia_water,n,0
ammonia_clock,n,0
ammonia_alum,n,0
ammonia,n,-0.34381
ammodytidae,n,0
ammodytes,n,-0.07997
ammobium_alatum,n,0
ammobium,n,0
ammo,n,0
ammino,a,0
ammine,n,0
ammeter,n,0
amman,n,0
amlodipine_besylate,n,0
amity,n,-0.41786
amitriptyline_hydrochloride,n,0
amitriptyline,n,0
amitotic,a,0
amitosis,n,-0.08901
amiss,a,-0.42036
amiss,r,-0.17331
amish_sect,n,0
amish,n,0
amir,n,0
amiodarone,n,0
aminotransferase,n,0
aminopyrine,n,0
aminoplast,n,0
aminophylline,n,0
aminopherase,n,0
aminomethane,n,0
aminobenzoic_acid,n,0
aminobenzine,n,0
aminoalkanoic_acid,n,0
aminoalkane,n,0
aminoaciduria,n,0.12208
amino_resin,n,0
amino_plastic,n,0
amino_group,n,0.15793
amino_acid,n,0
amino,a,0
amino,n,-0.1328
aminic,a,0
amine,n,0
amiidae,n,0
amigo,n,0.15793
amidships,r,0
amidship,a,0
amidship,r,0
amidopyrine,n,0
amide,n,0
amicus_curiae_brief,n,-0.34088
amicus_curiae,n,0
amicably,r,0.15793
amicableness,n,-0.19479
amicable,a,0.44363
amicability,n,-0.19479
amianthum_muscitoxicum,n,-0.07997
amianthum_muscaetoxicum,n,-0.07997
amianthum,n,0
amiably,r,0.15793
amiableness,n,0.0403
amiable,a,0.37021
amiability,n,0.42444
amia_calva,n,0
amia,n,-0.07997
amharic,a,0
amharic,n,0
amhara,n,0
amex,n,0
ametropic,a,-0.19821
ametropia,n,-0.19821
ametria,n,-0.34088
amethystine_python,n,0
amethystine,a,-0.01819
amethyst,a,-0.07997
amethyst,n,0
amethopterin,n,-0.38925
ametabolous,a,-0.0611
ametabolic,a,-0.0611
amerindic,a,0
amerindian_race,n,0
amerindian_language,n,0
amerindian,n,0
amerind,a,0
amerind,n,0
amerigo_vespucci,n,0
americus_vespucius,n,0
americium,n,0
americanize,v,0
americanization,n,0
americanism,n,0
americanise,v,0
americanisation,n,0
american-indian_language,n,0
americana,n,0
american_wormseed,n,0.12208
american_woodcock,n,0
american_wisteria,n,0
american_wistaria,n,0
american_widgeon,n,0
american_white_pine,n,0
american_white_oak,n,0
american_white_birch,n,0
american_watercress,n,0
american_water_spaniel,n,0
american_water_shrew,n,0
american_water_ouzel,n,0
american_war_of_independence,n,0
american_wall_fern,n,0
american_virgin_islands,n,0
american_twinflower,n,0
american_turkey_oak,n,0
american_toad,n,0
american_sycamore,n,0
american_sweet_gum,n,0
american_sweet_chestnut,n,0
american_stock_exchange,n,0
american_state,n,0
american_star_grass,n,0
american_standard_version,n,0.12208
american_standard_code_for_information_interchange,n,0
american_staffordshire_terrier,n,0
american_spikenard,n,0
american_spicebush,n,0
american_smooth_dogfish,n,0
american_smokewood,n,0
american_smelt,n,0
american_sign_language,n,0
american_shrew_mole,n,0
american_samoa,n,0
american_saddle_horse,n,0.15793
american_sable,n,0
american_rock_brake,n,0
american_robin,n,0
american_revolutionary_war,n,0
american_revolutionary_leader,n,0
american_revolution,n,0
american_revised_version,n,0.12208
american_redstart,n,0
american_red_squirrel,n,0
american_red_plum,n,0
american_red_elder,n,0
american_rattlebox,n,0
american_raspberry,n,0
american_quaking_aspen,n,0
american_pulsatilla,n,0
american_plane,n,0
american_plan,n,0
american_plaice,n,0
american_pit_bull_terrier,n,0
american_persimmon,n,0
american_pennyroyal,n,0
american_pasqueflower,n,0
american_party,n,0
american_parsley_fern,n,0
american_parasol,n,0
american_oriole,n,0
american_organ,n,0
american_olive,n,0
american_oil_palm,n,0
american_mountain_ash,n,0
american_mistletoe,n,0
american_mink,n,0
american_merganser,n,0
american_mastodont,n,0
american_mastodon,n,0
american_marten,n,0
american_maidenhair_fern,n,0
american_magpie,n,0
american_lotus,n,0
american_lobster,n,0
american_liquorice,n,0
american_lime,n,0
american_licorice,n,0
american_leishmaniasis,n,0
american_legion,n,0
american_laurel,n,0
american_larch,n,0
american_language,n,0
american_lady_crab,n,0
american_labor_party,n,0
american_kestrel,n,0
american_ivy,n,0
american_indian_day,n,0
american_indian,n,0
american_hornbeam,n,0
american_hop,n,0
american_holly,n,0
american_hellebore,n,0
american_hazel,n,0
american_harvest_mouse,n,0
american_hackberry,n,0
american_grey_birch,n,0
american_green_toad,n,0
american_gray_birch,n,0
american_ginseng,n,0
american_germander,n,0
american_gentian,n,0
american_gallinule,n,0
american_frogbit,n,0
american_foxhound,n,0
american_football_game,n,0
american_football,n,0
american_flying_squirrel,n,0
american_fly_honeysuckle,n,0
american_flagfish,n,0
american_flag,n,0
american_feverfew,n,0
american_federation_of_labor_and_congress_of_industrial_organizations,n,0
american_federation_of_labor,n,0
american_federalist_party,n,0
american_featherfoil,n,0
american_falls,n,0
american_english,n,0
american_elm,n,0
american_elk,n,0
american_elder,n,0
american_egret,n,0
american_eagle,n,0
american_dwarf_birch,n,0
american_dream,n,0
american_dogwood,n,0
american_dog_violet,n,0
american_dog_tick,n,0
american_dewberry,n,0
american_crow,n,0
american_cress,n,0
american_creeper,n,0
american_crayfish,n,0
american_cranberry_bush,n,0
american_cranberry,n,0
american_crab_apple,n,0
american_copper,n,0
american_coot,n,0
american_columbo,n,0
american_cockroach,n,0
american_civil_war,n,0
american_chestnut,n,0
american_cheese,n,-0.07997
american_chameleon,n,0
american_centaury,n,0
american_capital,n,0
american_bugbane,n,0
american_buffalo,n,0
american_brooklime,n,0
american_bog_asphodel,n,0
american_blight,n,0
american_black_bear,n,0
american_bittersweet,n,0
american_bittern,n,0.17826
american_bison,n,0
american_beech,n,0
american_basswood,n,0
american_barberry,n,0
american_baptist_convention,n,0
american_badger,n,0
american_aspen,n,0
american_arrowroot,n,0
american_arborvitae,n,0
american_antelope,n,0
american_angelica_tree,n,0
american_aloe,n,0
american_alligator,n,0
american_agave,n,0
american,a,0
american,n,0
america,n,0
amerciable,a,-0.07997
amercement,n,-0.07997
amerce,v,0
amentiferous,a,0.067
amentiferae,n,0
amentia,n,-0.05621
amentaceous,a,0.067
ament,n,0
amen-ra,n,0
amenorrhoeic,a,0
amenorrhoeal,a,0
amenorrhoea,n,-0.38925
amenorrheic,a,0
amenorrheal,a,0
amenorrhea,n,-0.38925
amenity,n,0.28394
amenities,n,0
amenia,n,-0.38925
amenhotep_iv,n,0
amends,n,0.3932
amendment,n,0.17531
amended_return,n,0
amended,a,0.17703
amendatory,a,0
amendable,a,0.21734
amend,v,0.2668
amenableness,n,0.12208
amenable,a,-0.22499
amenability,n,0.12208
amen_corner,n,0
amen_cadence,n,0
amen,n,0
amelogenesis,n,0
ameloblast,n,0
amelioratory,a,-0.06936
ameliorative,a,-0.06936
amelioration,n,0.12208
ameliorating,a,-0.06936
ameliorate,v,0.17826
amelia_earhart,n,0
amelia,n,-0.34088
amelanchier_bartramiana,n,0
amelanchier_alnifolia,n,0
amelanchier,n,0
ameiurus_melas,n,0
ameiurus,n,0
ameiuridae,n,0
ameer,n,0
amedeo_modigliano,n,0
amedeo_avogadro,n,0
amebous,a,-0.07997
ameboid,a,-0.07997
amebiosis,n,-0.38925
amebic_dysentery,n,-0.38925
amebic,a,-0.07997
amebiasis,n,-0.38925
ameban,a,-0.07997
ameba,n,0
amd,n,0.12208
ambystomid_salamander,n,0
ambystomid,n,0
ambystomatidae,n,0
ambystoma_tigrinum,n,0
ambystoma_talpoideum,n,0
ambystoma_mexicanum,n,0
ambystoma_maculatum,n,0
ambystoma,n,0
ambusher,n,0
ambush,n,-0.42843
ambush,v,0
ambuscade,n,-0.34088
ambuscade,v,0
ambulatory_plague,n,0
ambulatory,a,0
ambulatory,n,0
ambulation,n,0
ambulate,v,-0.38925
ambulant_plague,n,0
ambulant,a,0
ambulance_chaser,n,0
ambulance,n,0
ambulacrum,n,0
ambulacral,a,0
ambrosian,a,0.27184
ambrosial,a,0.35342
ambrosiaceae,n,0
ambrosia_trifida,n,0.15793
ambrosia_psilostachya,n,0
ambrosia_artemisiifolia,n,0
ambrosia,n,0
ambrose_gwinett_bierce,n,0
ambrose_everett_burnside,n,0
ambrose_bierce,n,0
ambrose,n,0
ambrogio_damiano_achille_ratti,n,0
amboyna_pine,n,0
amboyna,n,0
amboina_pine,n,0
ambo,n,0
amblyrhynchus_cristatus,n,0
amblyrhynchus,n,0
amblyopic,a,0
amblyopia,n,0
amblygonite,n,0
ambloplites_rupestris,n,0
ambloplites,n,0
ambler,n,0
amble,n,0
amble,v,-0.07997
ambiversive,a,-0.19821
ambiversion,n,-0.28345
ambivalent,a,-0.38925
ambivalency,n,-0.05621
ambivalence,n,-0.05621
ambitiousness,n,0.15793
ambitiously,r,0.17826
ambitious,a,0.28431
ambitionless,a,0.21734
ambition,n,0.60248
ambition,v,0.61594
ambit,n,0
ambiguously,r,0.17826
ambiguous,a,0.06903
ambiguity,n,0.15793
ambient,a,0.35893
ambience,n,0
ambidextrousness,n,0.12208
ambidextrous,a,-0.09951
ambidexterity,n,0.12208
ambiance,n,0
amberjack,n,0
ambergris,n,0
amber-green,a,0
amberfish,n,0
amberboa_moschata,n,0
amberboa,n,0
amberbell,n,-0.19821
amber_lily,n,0
amber,a,0
amber,n,0
ambassadress,n,0
ambassadorship,n,0
ambassadorial,a,0
ambassador,n,0.091
ambagious,a,0.17826
ambages,n,-0.07997
ambage,n,0
amazona,n,0
amazon_river,n,0
amazon_ant,n,0
amazon,n,0.08446
amazingly,r,0.12208
amazing,a,0.71692
amazement,n,0.52255
amazed,a,0.67203
amaze,v,0.56462
amaurotic,a,-0.19821
amaurosis,n,-0.28345
amauropelta,n,0
amatungulu,n,0
amatory,a,0.25416
amativeness,n,0.21734
amative,a,0.36466
amati,n,0.1552
amateurism,n,0
amateurishness,n,-0.0611
amateurishly,r,0.15793
amateurish,a,0.08478
amateur,a,-0.07417
amateur,n,-0.06833
amaterasu_omikami,n,0
amaterasu,n,0
amastia,n,-0.28345
amass,v,0
amaryllis_family,n,0
amaryllis_belladonna,n,0
amaryllis,n,0
amaryllidaceae,n,0
amarillo,n,0
amaretto,n,0
amarelle,n,0
amaranthus_spinosus,n,0
amaranthus_hypochondriacus,n,0
amaranthus_hybridus_hypochondriacus,n,0
amaranthus_hybridus_erythrostachys,n,0
amaranthus_graecizans,n,0
amaranthus_cruentus,n,0
amaranthus_caudatus,n,0
amaranthus_albus,n,0
amaranthus,n,0
amaranthine,a,-0.06819
amaranthaceae,n,0
amaranth_family,n,0
amaranth,n,0
amanuensis,n,0
amanita_verna,n,-0.07997
amanita_rubescens,n,0
amanita_phalloides,n,0.12208
amanita_muscaria,n,0
amanita_mappa,n,0
amanita_caesarea,n,0
amanita,n,0
amandine_aurore_lucie_dupin,n,0
a'man,n,0
amalgamator,n,0
amalgamative,a,-0.38925
amalgamation,n,0
amalgamated,a,0
amalgamate,a,0
amalgamate,v,0
amalgam,n,0
amain,r,-0.06819
amah,n,0
amaethon,n,0
amadavat,n,0
amabilis_fir,n,0
am,n,0.0056
alzheimer's_disease,n,-0.07997
alzheimer's,n,-0.07997
alzheimers,n,-0.65161
alytes_obstetricans,n,0
alytes_cisternasi,n,0
alytes,n,0
alyssum,n,0
always,r,0.0323
alvine,a,0
alvin_ailey,n,0
alveolus,n,0
alveolitis,n,-0.06819
alveolate,a,0
alveolar_ridge,n,0
alveolar_rhabdosarcoma,n,0
alveolar_rhabdomyosarcoma,n,0
alveolar_resorption,n,-0.19821
alveolar_process,n,0
alveolar_point,n,0
alveolar_ectasia,n,0
alveolar_consonant,n,0
alveolar_bed,n,0
alveolar_artery,n,0
alveolar_arch,n,0
alveolar,a,0
alveolar,n,0
alvar_aalto,n,0
alupent,n,0
alundum,n,0
alumroot,n,0
alumnus,n,0
alumna,n,0
al-ummah,n,0
aluminum_oxide,n,-0.07997
aluminum_industry,n,0
aluminum_hydroxide,n,0
aluminum_foil,n,0
aluminum_chloride,n,0
aluminum_business,n,0
aluminum_bronze,n,0.12208
aluminum,n,0
aluminous,a,0
aluminize,v,0
aluminium_oxide,n,-0.07997
aluminium_hydroxide,n,0
aluminium_foil,n,0
aluminium_chloride,n,0
aluminium_bronze,n,0.12208
aluminium,n,0
aluminise,v,0
aluminiferous,a,0
aluminate,n,0
alumina,n,-0.07997
alumbloom,n,0
alum,n,0
alular,a,0
alula,n,0
altruistically,r,0.15793
altruistic,a,0.44363
altruist,n,0
altruism,n,0.36466
altricial,a,0
altostratus_cloud,n,0
altostratus,n,0
altoona,n,0
alton_glenn_miller,n,0
altoist,n,0
altogether,n,-0.19821
altogether,r,0.20088
altocumulus_cloud,n,0
altocumulus,n,0
alto_saxophonist,n,0
alto_rilievo,n,0
alto_relievo,n,0
alto_clef,n,0
alto,a,0
alto,n,0
altitudinous,a,0.21734
altitudinal,a,0
altitude_sickness,n,0
altitude,n,0
altissimo,a,0.21734
altimeter,n,0
althea_rosea,n,0
althea_officinalis,n,0
althea_gibson,n,0
althea,n,0
althaea,n,0
alternator,n,0
alternatively,r,0
alternative_pleading,n,0
alternative_medicine,n,-0.08901
alternative_energy,n,-0.38925
alternative_birthing,n,0
alternative_birth,n,0
alternative,a,0.08251
alternative,n,0.03937
alternation_of_generations,n,0
alternation,n,0
alternating_electric_current,n,0
alternating_current,n,0
alternating,a,0
alternately,r,0
alternate,a,0.05259
alternate,n,0
alternate,v,0
alternanthera_philoxeroides,n,0
alternanthera,n,0
altering,n,-0.07997
altered,a,-0.00006
altercation,n,-0.3766
altercate,v,0.15793
alterative,a,0.44363
alteration,n,0
alterable,a,0.12971
alterability,n,0.067
alter_ego,n,0
alter,v,-0.15812
altazimuth,n,0
altay_mountains,n,0
al-tawhid,n,0
altarpiece,n,0
altar_wine,n,0
altar_boy,n,-0.02876
altar,n,0
altair,n,0
altaic_language,n,0
altaic,a,0
altaic,n,0
altai_mountains,n,0
altace,n,0.12208
alt,n,0
alstroemeriaceae,n,-0.19821
alstroemeria_pelegrina,n,0
alstroemeria,n,0
alstonia_scholaris,n,0
alstonia,n,0
also-ran,n,-0.28345
alsophila_pometaria,n,0
alsophila,n,0
alsobia_dianthiflora,n,0
alsobia,n,0
also_known_as,r,0
also,r,0
alsatian,a,0
alsatian,n,0
alsatia,n,0
alsace,n,0
als,n,0
alright,a,-0.02386
alright,r,0.26139
already,r,0.12208
al-rashid_trust,n,0
al-qur'an,n,0
al-qa'ida,n,0
al-qaida,n,0
al-qaeda,n,0
alps,n,0
alprazolam,n,0
alpinist,n,-0.34088
alpinism,n,-0.34088
alpinia_zerumbet,n,0
alpinia_speciosa,n,0
alpinia_purpurata,n,0.12208
alpinia_officinarum,n,0
alpinia_officinalis,n,0
alpinia_galanga,n,0
alpinia,n,0
alpine_woodsia,n,0
alpine_type_of_glacier,n,0
alpine_totara,n,-0.19821
alpine_sunflower,n,0
alpine_scurvy,n,-0.42036
alpine_salamander,n,0
alpine_mouse-ear,n,0
alpine_milk_vetch,n,0
alpine_lift,n,0
alpine_lady_fern,n,0.15793
alpine_hulsea,n,0
alpine_goldenrod,n,0
alpine_golden_chain,n,0
alpine_gold,n,0
alpine_glacier,n,0
alpine_fir,n,0
alpine_enchanter's_nightshade,n,0
alpine_coltsfoot,n,0
alpine_clubmoss,n,0
alpine_clover,n,0
alpine_celery_pine,n,0
alpine_besseya,n,0
alpine_bearberry,n,0
alpine_azalea,n,0
alpine_ash,n,0
alpine_anemone,n,0
alpine,a,0
alphonse_capone,n,0
alphonse_bertillon,n,0
alphavirus,n,0
alpha-tocopheral,n,0
alphanumerics,n,0
alphanumerical,a,0
alphanumeric_display,n,0
alphanumeric_characters,n,0
alphanumeric,a,0
alpha-naphthol_test,n,0
alpha-naphthol,n,0
alphamerical,a,0
alphameric,a,0
alpha-lipoprotein,n,0.15793
alpha-linolenic_acid,n,0
alpha-interferon,n,0
alpha-blocker,n,0
alphabetizer,n,0
alphabetized,a,0
alphabetize,v,0
alphabetization,n,0
alphabetiser,n,0
alphabetised,a,0
alphabetise,v,0
alphabetisation,n,0
alphabetically,r,0
alphabetical,a,0
alphabetic_writing,n,0
alphabetic_script,n,0
alphabetic_character,n,0
alphabetic,a,0
alpha-beta_brass,n,0
alphabet_soup,n,-0.1294
alphabet,n,0
alpha-adrenoceptor,n,0
alpha-adrenergic_receptor,n,0
alpha-adrenergic_blocking_agent,n,0
alpha-adrenergic_blocker,n,0
alpha_wave,n,0
alpha_test,n,0
alpha_software,n,0
alpha_rhythm,n,0
alpha_receptor,n,0
alpha_ray,n,0
alpha_radiation,n,0
alpha_privative,n,-0.28345
alpha_particle,n,0
alpha_orionis,n,0
alpha_methyl_dopa,n,0
alpha_iron,n,0
alpha_globulin,n,-0.0611
alpha_geminorum,n,0
alpha_foetoprotein,n,0
alpha_fetoprotein,n,0
alpha_decay,n,0
alpha_crucis,n,0
alpha_centauri,n,0
alpha_bronze,n,0
alpha_brass,n,0
alpha_blocker,n,0
alpha_and_omega,n,0
alpha,a,0.16848
alpha,n,0
alpestrine,a,0.21734
alpenstock,n,0
alpena,n,0
alpaca,n,0
alp,n,0.21734
aloys_senefelder,n,0
aloud,r,0
alouatta,n,0
alosa_sapidissima,n,0
alosa_pseudoharengus,n,0
alosa_chrysocloris,n,0
alosa_alosa,n,0
alosa,n,0
alopius_vulpinus,n,0
alopius,n,0
alopiidae,n,0
alopex_lagopus,n,0
alopex,n,0
alopecurus_pratensis,n,0
alopecurus,n,0
alopecic,a,0
alopecia_areata,n,-0.34088
alopecia,n,0
aloofness,n,-0.06393
aloof,a,-0.15325
aloof,r,-0.05378
alonso,n,0
alongside,r,0
along,r,0
aloneness,n,-0.33433
